id,rubrika,datum,mesec,avtorji,st_besed,cos_podobnost_1,L_podobnost_1,zamik_objav_1[min],id_podobnih_1,cos_podobnost_2,L_podobnost_2,zamik_objav_2[min],id_podobnih_2,cos_podobnost_3,L_podobnost_3,zamik_objav_3[min],id_podobnih_3 
4726-R,slovenija,2022-07-18,202207,['B. R.'],479,0.39303,55,2476.0,20670-S,0.391587,60,3970.0,20722-S,0.36287,62,4406.0,20744-S
4727-R,slovenija,2022-07-18,202207,"['Urška Jereb', 'Prvi']",359,0.507989,57,4225.0,20732-S,0.480657,66,2470.0,20670-S,0.465973,64,544.0,20617-S
4728-R,slovenija,2022-07-18,202207,['B. R.'],443,0.452353,31,5429.0,20781-S,0.404006,54,4381.0,20744-S,0.391574,49,5507.0,20785-S
4729-R,slovenija,2022-07-18,202207,['STA'],528,0.439359,52,331.0,20606-S,0.430116,59,940.0,20629-S,0.423439,47,12.0,20578-S
4730-R,gospodarstvo,2022-07-18,202207,['La. Da.'],359,0.869275,71,17.0,20583-S,0.416404,70,909.0,20629-S,0.398573,67,4257.0,20744-S
4731-R,slovenija,2022-07-18,202207,['M. Z.'],642,0.443889,76,3716.0,20716-S,0.430626,77,2545.0,20679-S,0.420733,80,3724.0,20717-S
4732-R,slovenija,2022-07-18,202207,"['Petra Marc', 'Televizija Slovenija']",595,0.564852,61,307.0,20617-S,0.548872,62,4163.0,20744-S,0.526455,57,5271.0,20783-S
4733-R,okolje,2022-07-18,202207,['La. Da.'],426,0.581469,44,1129.0,20655-S,0.500459,55,3830.0,20744-S,0.478532,54,4938.0,20783-S
4734-R,slovenija,2022-07-17,202207,"['Alenka Terlep', 'Radio Prvi']",296,0.368607,69,1223.0,20670-S,0.336221,69,3798.0,20774-S,0.323252,67,2716.0,20720-S
4735-R,zdravje,2022-07-17,202207,"['Alenka Terlep', 'Radio Prvi']",259,0.356909,56,4431.0,20802-S,0.329943,68,4737.0,20816-S,0.327181,68,4797.0,20823-S
4736-R,okolje,2022-07-17,202207,"['Matija Mastnak', 'Radio Prvi']",279,0.55766,62,3527.0,20774-S,0.54962,58,1912.0,20711-S,0.542122,59,2882.0,20744-S
4737-R,okolje,2022-07-17,202207,['G. C.'],382,0.640588,34,5.0,20655-S,0.527106,72,1453.0,20695-S,0.523929,58,2706.0,20744-S
4738-R,zdravje,2022-07-17,202207,['G. C.'],316,0.323142,58,2660.0,20744-S,0.322521,50,3644.0,20778-S,0.303052,79,1407.0,20695-S
4739-R,zdravje,2022-07-17,202207,['G. C.'],108,0.661042,46,49.0,15421-S,0.607203,41,1472.0,20699-S,0.559759,48,2921.0,20761-S
4740-R,gospodarstvo,2022-07-17,202207,['G. C.'],427,0.454117,62,5746.0,20881-S,0.439598,62,2616.0,20744-S,0.424799,59,5591.0,20866-S
4741-R,okolje,2022-07-17,202207,['T. K. B.'],1053,0.554723,50,5543.0,20871-S,0.55173,55,2503.0,20744-S,0.536081,61,1708.0,20712-S
4742-R,gospodarstvo,2022-07-17,202207,"['Rene Markič', 'Prvi']",318,0.471,69,503.0,20670-S,0.457775,67,2433.0,20744-S,0.4482,65,5009.0,20845-S
4743-R,okolje,2022-07-16,202207,['G. C.'],681,0.617518,71,2377.0,20774-S,0.614621,69,5616.0,20906-S,0.596045,69,1732.0,20744-S
4744-R,slovenija,2022-07-16,202207,['G. C.'],191,0.235354,78,3041.0,20805-S,0.215726,79,4961.0,20897-S,0.210765,79,4649.0,20877-S
4745-R,slovenija,2022-07-16,202207,['G. C.'],505,0.434426,50,4567.0,20871-S,0.426327,47,5052.0,20900-S,0.424318,43,3351.0,20823-S
4746-R,okolje,2022-07-16,202207,['G. C.'],784,0.676366,64,246.0,20700-S,0.620114,56,4349.0,20866-S,0.608028,64,1374.0,20744-S
4747-R,slovenija,2022-07-16,202207,['G. C.'],105,0.529583,35,46.0,20694-S,0.346148,43,5548.0,20926-S,0.345058,51,4307.0,20866-S
4748-R,slovenija,2022-07-16,202207,['G. C.'],197,0.893554,36,8.0,20693-S,0.524326,53,4279.0,20866-S,0.492868,46,868.0,20722-S
4749-R,gospodarstvo,2022-07-16,202207,['G. C.'],364,0.556378,72,4248.0,20866-S,0.553381,74,792.0,20716-S,0.550699,76,1918.0,20774-S
4750-R,okolje,2022-07-16,202207,['G. C.'],330,0.531629,52,1235.0,20744-S,0.517743,49,1880.0,20774-S,0.504646,61,5119.0,20906-S
4751-R,crna-kronika,2022-07-16,202207,['G. C.'],266,0.514989,67,4186.0,20866-S,0.475672,70,1856.0,20774-S,0.456939,69,775.0,20722-S
4752-R,zdravje,2022-07-16,202207,['G. C.'],107,0.696038,41,19.0,20699-S,0.494837,49,1468.0,20761-S,0.407566,27,4330.0,20882-S
4753-R,lokalne-novice,2022-07-16,202207,['T. K. B.'],258,0.408444,64,597.0,20716-S,0.401863,66,5452.0,20935-S,0.401497,63,5264.0,20924-S
4754-R,slovenija,2022-07-15,202207,['G. C.'],243,0.384698,55,441.0,20744-S,0.367785,52,1739.0,20793-S,0.365401,59,4325.0,20906-S
4755-R,okolje,2022-07-15,202207,['G. C.'],242,0.561953,39,7.0,20726-S,0.439713,88,3131.0,20854-S,0.432299,49,3305.0,20866-S
4756-R,crna-kronika,2022-07-15,202207,"['G. C.', 'T. K. B.']",399,0.634953,45,3212.0,20866-S,0.599782,42,13.0,20730-S,0.597066,56,237.0,20744-S
4757-R,slovenija,2022-07-15,202207,['G. C.'],535,0.703126,17,19.0,20732-S,0.460166,57,194.0,20744-S,0.458316,56,4078.0,20906-S
4758-R,slovenija,2022-07-15,202207,['G. C.'],576,0.629519,71,75.0,20744-S,0.59905,71,720.0,20774-S,0.586961,65,5386.0,20973-S
4759-R,slovenija,2022-07-15,202207,['G. C.'],289,0.38362,65,35.0,20744-S,0.363709,64,1083.0,20781-S,0.361731,68,3919.0,20906-S
4760-R,slovenija,2022-07-15,202207,['La. Da.'],611,0.643349,75,2924.0,20866-S,0.618763,77,594.0,20774-S,0.59389,75,2525.0,20845-S
4761-R,slovenija,2022-07-15,202207,['B. R.'],652,0.64143,61,2512.0,20845-S,0.638357,65,3820.0,20906-S,0.622714,68,581.0,20774-S
4762-R,slovenija,2022-07-15,202207,['B. R.'],460,0.621916,60,4521.0,20951-S,0.616978,56,1061.0,20785-S,0.592159,63,3920.0,20909-S
4763-R,slovenija,2022-07-15,202207,['La. Da.'],438,0.547412,79,577.0,20774-S,0.514055,76,2907.0,20866-S,0.512397,78,3816.0,20906-S
4764-R,slovenija,2022-07-15,202207,['B. R.'],329,0.398039,71,4115.0,20924-S,0.365297,64,4303.0,20935-S,0.363409,70,5729.0,21001-S
4765-R,gospodarstvo,2022-07-15,202207,['B. R.'],610,0.553308,51,2824.0,20866-S,0.513515,54,494.0,20774-S,0.511081,48,957.0,20783-S
4766-R,okolje,2022-07-15,202207,['G. C.'],502,0.522993,67,449.0,20774-S,0.519767,69,3688.0,20906-S,0.51199,66,2380.0,20845-S
4767-R,slovenija,2022-07-15,202207,['La. Da.'],410,0.398756,75,3907.0,20924-S,0.391146,78,5032.0,20973-S,0.381522,77,826.0,20782-S
4768-R,gospodarstvo,2022-07-15,202207,['G. C.'],1174,0.616662,46,2233.0,20845-S,0.603304,61,3541.0,20906-S,0.582048,51,302.0,20774-S
4769-R,slovenija,2022-07-15,202207,['La. Da.'],454,0.424575,73,3836.0,20924-S,0.356632,71,948.0,20793-S,0.341723,75,776.0,20785-S
4770-R,slovenija,2022-07-15,202207,['La. Da.'],458,0.622825,75,264.0,20774-S,0.608946,71,2594.0,20866-S,0.592338,69,3503.0,20906-S
4771-R,slovenija,2022-07-14,202207,['A. M.'],2548,0.794972,60,2997.0,20906-S,0.742389,60,5518.0,21045-S,0.730233,57,2638.0,20898-S
4772-R,lokalne-novice,2022-07-14,202207,"['Erika Pečnik Ladika', 'TV Slovenija']",444,0.544308,50,1819.0,20866-S,0.528938,57,5563.0,21047-S,0.515185,42,1420.0,20845-S
4773-R,gospodarstvo,2022-07-14,202207,['La. Da.'],514,0.595531,50,1748.0,20866-S,0.594866,49,1349.0,20845-S,0.587163,48,1903.0,20881-S
4774-R,slovenija,2022-07-14,202207,['Al. Ma.'],871,0.621548,68,2912.0,20924-S,0.532054,68,3312.0,20951-S,0.527657,71,3116.0,20937-S
4775-R,slovenija,2022-07-14,202207,['Al. Ma.'],846,0.691547,43,4060.0,20978-S,0.560219,54,5418.0,21047-S,0.554023,47,1275.0,20845-S
4776-R,zdravje,2022-07-14,202207,['Al. Ma.'],641,0.907967,35,161.0,20805-S,0.577069,67,2652.0,20909-S,0.568581,58,3253.0,20951-S
4777-R,slovenija,2022-07-14,202207,['La. Da.'],941,0.67093,68,5324.0,21047-S,0.641101,72,1580.0,20866-S,0.626712,69,2489.0,20906-S
4778-R,slovenija,2022-07-14,202207,['La. Da.'],484,0.460288,52,1554.0,20881-S,0.456398,59,5143.0,21047-S,0.443727,52,1464.0,20871-S
4779-R,gospodarstvo,2022-07-14,202207,['M. Z.'],438,0.892611,67,755.0,20840-S,0.461986,80,2637.0,20937-S,0.457469,77,2433.0,20924-S
4780-R,slovenija,2022-07-14,202207,['STA'],475,0.598347,64,2124.0,20906-S,0.579657,60,4645.0,21045-S,0.576468,55,1765.0,20898-S
4781-R,slovenija,2022-07-14,202207,['La. Da.'],921,0.615994,49,2382.0,20924-S,0.611919,52,1326.0,20881-S,0.608845,55,3507.0,20973-S
4782-R,slovenija,2022-07-14,202207,['Al. Ma.'],1393,0.76747,64,2142.0,20909-S,0.740428,45,733.0,20845-S,0.671644,52,1132.0,20866-S
4783-R,slovenija,2022-07-13,202207,['Al. Ma.'],303,0.521681,61,3356.0,20999-S,0.471061,64,154.0,20845-S,0.459549,62,4297.0,21047-S
4784-R,zdravje,2022-07-13,202207,['Al. Ma.'],805,0.543639,71,4215.0,21047-S,0.532948,65,471.0,20866-S,0.530759,66,5341.0,21099-S
4785-R,slovenija,2022-07-13,202207,['T. K. B.'],665,0.557126,61,1221.0,20906-S,0.544652,60,5528.0,21103-S,0.540242,57,1322.0,20909-S
4786-R,slovenija,2022-07-13,202207,['G. C.'],325,0.293129,59,5192.0,21100-S,0.287809,59,4035.0,21047-S,0.280943,63,3721.0,21045-S
4787-R,slovenija,2022-07-13,202207,['T. K. B.'],366,0.430303,105,1896.0,20951-S,0.383513,107,1496.0,20924-S,0.381634,105,5186.0,21100-S
4788-R,slovenija,2022-07-13,202207,['Al. Ma.'],306,0.461541,63,3980.0,21047-S,0.427556,59,5137.0,21100-S,0.403471,53,2572.0,20973-S
4789-R,znanost-in-tehnologija,2022-07-13,202207,['Al. Ma.'],597,0.558252,57,3941.0,21047-S,0.546373,55,5067.0,21099-S,0.54611,60,5098.0,21100-S
4790-R,slovenija,2022-07-13,202207,['Al. Ma.'],414,0.499327,72,3901.0,21047-S,0.469676,72,1066.0,20906-S,0.465927,70,157.0,20866-S
4791-R,slovenija,2022-07-13,202207,['M. Z.'],390,0.456067,76,3827.0,21047-S,0.447638,76,5299.0,21103-S,0.444906,71,992.0,20906-S
4792-R,evropska-unija,2022-07-13,202207,"['Al. Ma.', 'T. K. B.']",1713,0.608555,71,3821.0,21047-S,0.581001,78,986.0,20906-S,0.572693,79,1087.0,20909-S
4793-R,gospodarstvo,2022-07-13,202207,['M. Z.'],444,0.606249,67,1438.0,20935-S,0.583439,71,4909.0,21099-S,0.579295,67,39.0,20866-S
4794-R,gospodarstvo,2022-07-13,202207,['M. Z.'],402,0.525032,69,3690.0,21047-S,0.510598,65,1157.0,20924-S,0.492164,71,2282.0,20973-S
4795-R,slovenija,2022-07-13,202207,['G. C.'],579,0.536433,60,2246.0,20973-S,0.521454,66,819.0,20906-S,0.519175,69,3654.0,21047-S
4796-R,slovenija,2022-07-13,202207,['M. Z.'],339,0.510214,63,1505.0,20951-S,0.478345,60,2280.0,20978-S,0.450959,61,1344.0,20940-S
4797-R,slovenija,2022-07-13,202207,['M. Z.'],542,0.51628,77,3577.0,21047-S,0.489309,78,1044.0,20924-S,0.487556,77,1618.0,20965-S
4798-R,slovenija,2022-07-13,202207,['M. Z.'],226,0.42499,60,741.0,20906-S,0.424569,61,3576.0,21047-S,0.4137,59,2168.0,20973-S
4799-R,slovenija,2022-07-13,202207,['Al. Ma.'],1155,0.713411,71,678.0,20909-S,0.652716,72,4884.0,21103-S,0.651851,70,3412.0,21047-S
4800-R,okolje,2022-07-13,202207,['Gorazd Kosmač'],3176,0.797565,73,512.0,20906-S,0.752299,70,4819.0,21103-S,0.740905,73,3033.0,21045-S
4801-R,slovenija,2022-07-12,202207,['Al. Ma.'],830,0.683263,64,4373.0,21103-S,0.682647,61,66.0,20906-S,0.65132,72,3244.0,21068-S
4802-R,slovenija,2022-07-12,202207,['STA'],243,0.440297,66,2868.0,21047-S,0.422388,72,4025.0,21100-S,0.397113,66,2222.0,21024-S
4803-R,slovenija,2022-07-12,202207,"['Erika Pečnik Ladika', 'Televizija Slovenija']",340,0.513646,71,4141.0,21103-S,0.50245,70,2669.0,21047-S,0.50112,69,2355.0,21045-S
4804-R,slovenija,2022-07-12,202207,['M. Z.'],206,0.294688,76,3164.0,21080-S,0.288901,73,2621.0,21050-S,0.28681,74,2606.0,21047-S
4805-R,slovenija,2022-07-12,202207,['M. Z.'],725,0.492422,78,2555.0,21047-S,0.479796,78,5629.0,21236-S,0.472193,80,2241.0,21045-S
4806-R,zdravje,2022-07-12,202207,['M. Z.'],705,0.545869,77,5574.0,21236-S,0.535495,75,367.0,20951-S,0.52858,77,2500.0,21047-S
4807-R,slovenija,2022-07-12,202207,['M. Z.'],323,0.407012,72,3599.0,21099-S,0.394109,75,5457.0,21231-S,0.373857,69,2473.0,21047-S
4808-R,crna-kronika,2022-07-12,202207,['M. Z.'],293,0.368845,68,2437.0,21047-S,0.354902,67,3563.0,21099-S,0.327847,68,5511.0,21236-S
4809-R,slovenija,2022-07-12,202207,['STA'],133,0.489348,73,129.0,20942-S,0.371168,59,3476.0,21099-S,0.368878,35,2350.0,21049-S
4810-R,slovenija,2022-07-12,202207,['G. C.'],483,0.568504,50,4580.0,21143-S,0.534227,67,5335.0,21236-S,0.498393,68,2261.0,21047-S
4811-R,slovenija,2022-07-12,202207,['M. Z.'],621,0.515268,76,2239.0,21047-S,0.472373,74,5313.0,21236-S,0.471113,80,3711.0,21103-S
4812-R,slovenija,2022-07-12,202207,['M. Z.'],285,0.502844,69,74.0,20951-S,0.443516,68,849.0,20978-S,0.400791,69,5281.0,21236-S
4813-R,slovenija,2022-07-12,202207,['Al. Ma.'],750,0.806923,63,116.0,20965-S,0.684928,65,2075.0,21047-S,0.6715,61,3547.0,21103-S
4814-R,slovenija,2022-07-12,202207,"['Lidija Cokan', 'Radio Prvi']",308,0.467278,80,1688.0,21045-S,0.443914,74,3474.0,21103-S,0.421789,76,2002.0,21047-S
4815-R,slovenija,2022-07-12,202207,['G. C.'],732,0.577254,66,5027.0,21236-S,0.552728,64,3425.0,21103-S,0.549022,61,545.0,20973-S
4816-R,zdravje,2022-07-11,202207,['Al. Ma.'],633,0.699123,56,95.0,20990-S,0.503872,59,4284.0,21236-S,0.492295,56,1210.0,21047-S
4817-R,slovenija,2022-07-11,202207,['A. S.'],419,0.839915,57,27.0,20985-S,0.441228,63,2679.0,21104-S,0.425573,69,4187.0,21231-S
4818-R,slovenija,2022-07-11,202207,['Al. Ma.'],517,0.368581,69,4252.0,21236-S,0.339921,75,4439.0,21252-S,0.324219,71,5405.0,21298-S
4819-R,gospodarstvo,2022-07-11,202207,['G. C.'],1782,0.597399,74,2240.0,21099-S,0.592397,78,4098.0,21231-S,0.565106,73,1114.0,21047-S
4820-R,slovenija,2022-07-11,202207,['G. C.'],452,0.709695,31,119.0,20999-S,0.587326,61,2532.0,21103-S,0.556871,64,746.0,21045-S
4821-R,slovenija,2022-07-11,202207,['Al. Ma.'],142,0.352365,68,3997.0,21231-S,0.35206,58,2485.0,21103-S,0.341291,57,1013.0,21047-S
4822-R,slovenija,2022-07-11,202207,['Al. Ma.'],1198,0.589669,57,4013.0,21236-S,0.580959,65,32.0,21003-S,0.578472,61,939.0,21047-S
4823-R,zdravje,2022-07-11,202207,['G. C.'],387,0.461707,76,826.0,21047-S,0.434399,74,3900.0,21236-S,0.432105,78,5053.0,21298-S
4824-R,slovenija,2022-07-11,202207,['M. Z.'],916,0.568724,69,1918.0,21099-S,0.56167,67,792.0,21047-S,0.544075,63,4484.0,21284-S
4825-R,gospodarstvo,2022-07-11,202207,['G. C.'],417,0.398112,71,759.0,21047-S,0.388002,71,3833.0,21236-S,0.380873,72,4451.0,21284-S
4826-R,zdravje,2022-07-11,202207,['M. Z.'],448,0.352256,71,383.0,21045-S,0.35131,71,4924.0,21298-S,0.349634,81,4341.0,21277-S
4827-R,zdravje,2022-07-11,202207,"['Mojca Delač', 'Prvi']",273,0.462723,61,1687.0,21099-S,0.462346,59,4788.0,21298-S,0.456438,62,561.0,21047-S
4828-R,slovenija,2022-07-11,202207,['Al. Ma.'],1625,0.645608,64,526.0,21047-S,0.638851,63,3600.0,21236-S,0.613451,70,1998.0,21103-S
4829-R,slovenija,2022-07-10,202207,['M. Z.'],1118,0.607701,73,1232.0,21104-S,0.362682,79,3983.0,21298-S,0.357407,77,2830.0,21236-S
4830-R,kultura,2022-07-10,202207,['STA'],330,0.461666,60,1211.0,21103-S,0.43925,54,2813.0,21236-S,0.433913,76,5003.0,21372-S
4831-R,okolje,2022-07-10,202207,"['Jana Bajželj', 'Prvi']",330,0.530065,48,3898.0,21298-S,0.505746,57,1143.0,21103-S,0.491012,71,14.0,21068-S
4832-R,gospodarstvo,2022-07-10,202207,"['Zdenka Bakalar', 'Prvi']",315,0.456123,72,4511.0,21338-S,0.396701,79,2590.0,21231-S,0.3916,73,5625.0,21390-S
4833-R,zdravje,2022-07-10,202207,['M. Z.'],1521,0.660824,75,3610.0,21298-S,0.654734,73,2457.0,21236-S,0.647071,80,4647.0,21372-S
4834-R,crna-kronika,2022-07-10,202207,['M. Z.'],309,0.787285,45,60.0,21089-S,0.527048,68,393.0,21099-S,0.52084,64,1142.0,21126-S
4835-R,gospodarstvo,2022-07-10,202207,['Tomaž Okorn'],589,0.628317,62,5733.0,21437-S,0.619348,47,4093.0,21353-S,0.610769,67,2014.0,21231-S
4836-R,slovenija,2022-07-09,202207,['M. Z.'],542,0.61438,71,4976.0,21437-S,0.605508,79,3537.0,21372-S,0.596641,66,1347.0,21236-S
4837-R,slovenija,2022-07-09,202207,"['Tjaša Škamperle', 'Prvi']",314,0.500261,65,1885.0,21284-S,0.48743,78,2420.0,21298-S,0.476844,78,4896.0,21437-S
4838-R,zdravje,2022-07-09,202207,"['Urška Valjavec', 'Prvi']",430,0.528274,70,1241.0,21236-S,0.527352,68,2394.0,21298-S,0.520759,70,1859.0,21284-S
4839-R,zdravje,2022-07-09,202207,['M. Z.'],477,0.422577,62,4766.0,21437-S,0.414799,58,2824.0,21325-S,0.399811,61,5281.0,21443-S
4840-R,gospodarstvo,2022-07-09,202207,['M. Z.'],358,0.408617,64,4544.0,21437-S,0.40686,70,825.0,21231-S,0.383394,52,5059.0,21443-S
4841-R,slovenija,2022-07-09,202207,['M. Z.'],481,0.574362,64,4514.0,21437-S,0.530214,51,2038.0,21298-S,0.527311,47,2874.0,21353-S
4842-R,slovenija,2022-07-08,202207,['A. S.'],222,0.422562,78,3863.0,21437-S,0.406944,79,144.0,21231-S,0.393928,82,3179.0,21390-S
4843-R,slovenija,2022-07-08,202207,['M. Z.'],283,0.529975,69,3816.0,21437-S,0.496821,64,187.0,21236-S,0.479318,64,5275.0,21523-S
4844-R,slovenija,2022-07-08,202207,['M. Z.'],438,0.469188,58,91.0,21236-S,0.44419,56,5681.0,21529-S,0.438273,73,2281.0,21372-S
4845-R,slovenija,2022-07-08,202207,['M. Z.'],302,0.326712,69,19.0,21236-S,0.322397,71,3249.0,21412-S,0.320304,74,206.0,21252-S
4846-R,slovenija,2022-07-08,202207,['A. S.'],133,0.317352,61,3614.0,21437-S,0.30538,46,1672.0,21325-S,0.30258,44,3073.0,21402-S
4847-R,slovenija,2022-07-08,202207,['M. K.'],1077,0.573639,63,5495.0,21529-S,0.56011,64,3534.0,21437-S,0.557931,63,523.0,21284-S
4848-R,okolje,2022-07-08,202207,['M. Z.'],916,0.70126,58,1729.0,21338-S,0.607721,67,3527.0,21437-S,0.604492,64,4579.0,21484-S
4849-R,slovenija,2022-07-08,202207,['G. K.'],1093,0.614678,68,5420.0,21529-S,0.613278,68,3459.0,21437-S,0.58725,64,1954.0,21368-S
4850-R,slovenija,2022-07-08,202207,['A. S.'],320,0.534248,62,3412.0,21437-S,0.515196,73,1973.0,21372-S,0.505354,39,5373.0,21529-S
4851-R,slovenija,2022-07-08,202207,['M. Z.'],1624,0.666259,73,5744.0,21555-S,0.657627,69,3384.0,21437-S,0.640036,74,5345.0,21529-S
4852-R,slovenija,2022-07-08,202207,"['G. K.', 'M. Z.']",1924,0.670529,71,5274.0,21529-S,0.655518,66,3313.0,21437-S,0.629021,69,1808.0,21368-S
4853-R,slovenija,2022-07-08,202207,['T. K. B.'],387,0.431642,65,5640.0,21555-S,0.430762,70,3280.0,21437-S,0.405058,68,1475.0,21337-S
4854-R,slovenija,2022-07-08,202207,['G. K.'],345,0.970282,29,9.0,21269-S,0.471336,56,3274.0,21437-S,0.455925,45,2590.0,21390-S
4855-R,zdravje,2022-07-08,202207,['T. K. B.'],228,0.282193,56,5633.0,21555-S,0.275678,54,4121.0,21469-S,0.27417,58,3112.0,21427-S
4856-R,gospodarstvo,2022-07-08,202207,['G. C.'],362,0.525033,54,5214.0,21529-S,0.489934,60,3253.0,21437-S,0.487482,54,2658.0,21397-S
4857-R,zdravje,2022-07-08,202207,['G. C.'],224,0.59923,45,5428.0,21548-S,0.582932,43,4357.0,21498-S,0.552887,56,104.0,21278-S
4858-R,slovenija,2022-07-08,202207,['T. K. B.'],185,0.305556,44,1199.0,21325-S,0.304619,48,5501.0,21555-S,0.302729,54,3987.0,21468-S
4859-R,slovenija,2022-07-08,202207,"['G. C.', 'M. Z.']",1052,0.601744,71,2963.0,21437-S,0.580491,67,487.0,21298-S,0.572251,74,4924.0,21529-S
4860-R,slovenija,2022-07-08,202207,['G. C.'],869,0.689872,69,2899.0,21437-S,0.688325,61,5715.0,21592-S,0.665968,62,4358.0,21523-S
4861-R,slovenija,2022-07-07,202207,['A. K. K.'],1330,0.693323,79,4372.0,21529-S,0.652559,79,771.0,21353-S,0.6261,76,2411.0,21437-S
4862-R,slovenija,2022-07-07,202207,['Al. Ma.'],396,0.500008,69,2223.0,21437-S,0.498288,64,4583.0,21555-S,0.491095,68,4184.0,21529-S
4863-R,slovenija,2022-07-07,202207,['Al. Ma.'],388,0.447207,61,4149.0,21529-S,0.426967,66,2188.0,21437-S,0.424147,60,4974.0,21588-S
4864-R,slovenija,2022-07-07,202207,['G. K.'],467,0.589176,58,3977.0,21529-S,0.542326,63,2016.0,21437-S,0.521723,56,376.0,21353-S
4865-R,slovenija,2022-07-07,202207,['STA'],413,0.540899,67,1991.0,21437-S,0.534603,65,3952.0,21529-S,0.509403,64,4807.0,21592-S
4866-R,slovenija,2022-07-07,202207,['G. K.'],339,0.511309,53,4790.0,21592-S,0.510506,61,1974.0,21437-S,0.488388,56,1049.0,21379-S
4867-R,gospodarstvo,2022-07-07,202207,['Al. Ma.'],442,0.448086,54,2442.0,21443-S,0.445008,63,1927.0,21437-S,0.432492,63,2828.0,21472-S
4868-R,slovenija,2022-07-07,202207,['G. C.'],230,0.442446,69,1902.0,21437-S,0.435747,67,3361.0,21523-S,0.43455,78,463.0,21372-S
4869-R,slovenija,2022-07-07,202207,['G. K.'],1099,0.696003,65,1901.0,21437-S,0.686363,52,5300.0,21612-S,0.686108,50,4717.0,21592-S
4870-R,slovenija,2022-07-07,202207,['Al. Ma.'],341,0.356974,59,4687.0,21588-S,0.345918,62,4261.0,21555-S,0.344676,71,1901.0,21437-S
4871-R,okolje,2022-07-07,202207,['G. K.'],777,0.986721,57,74.0,21338-S,0.605669,53,2924.0,21484-S,0.577539,54,4232.0,21555-S
4872-R,slovenija,2022-07-07,202207,['G. K.'],509,0.901312,45,10.0,21334-S,0.626117,59,1826.0,21437-S,0.615746,47,4642.0,21592-S
4873-R,slovenija,2022-07-07,202207,['G. C.'],391,0.517883,71,1809.0,21437-S,0.512702,71,4625.0,21592-S,0.496031,74,5208.0,21612-S
4874-R,slovenija,2022-07-07,202207,['G. C.'],423,0.381719,75,1744.0,21437-S,0.378545,70,1060.0,21390-S,0.360776,74,4560.0,21592-S
4875-R,gospodarstvo,2022-07-07,202207,['G. C.'],571,0.477343,61,1708.0,21437-S,0.466483,44,4068.0,21555-S,0.45264,46,3669.0,21529-S
4876-R,lokalne-novice,2022-07-07,202207,['G. C.'],496,0.89463,71,47.0,21358-S,0.498257,71,1647.0,21437-S,0.493958,63,974.0,21391-S
4877-R,gospodarstvo,2022-07-07,202207,['T. K. B.'],235,0.41767,63,1627.0,21437-S,0.41355,54,5027.0,21613-S,0.405605,50,943.0,21390-S
4878-R,zdravje,2022-07-07,202207,['Al. Ma.'],761,0.600333,69,1377.0,21427-S,0.507923,69,3898.0,21555-S,0.495569,69,1538.0,21437-S
4879-R,lokalne-novice,2022-07-07,202207,"['Lara Gril', 'Radio Prvi']",330,0.51677,76,1472.0,21437-S,0.488602,78,4288.0,21592-S,0.483766,75,4871.0,21612-S
4880-R,slovenija,2022-07-06,202207,['A. S.'],354,0.518817,73,972.0,21437-S,0.479533,78,2431.0,21523-S,0.478147,73,4372.0,21613-S
4881-R,slovenija,2022-07-06,202207,['Al. Ma.'],1487,0.68154,66,773.0,21437-S,0.677806,56,3589.0,21592-S,0.667377,60,4172.0,21612-S
4882-R,slovenija,2022-07-06,202207,['Al. Ma.'],443,0.432093,65,2569.0,21529-S,0.430126,56,1889.0,21512-S,0.417068,62,608.0,21437-S
4883-R,lokalne-novice,2022-07-06,202207,['Al. Ma.'],347,0.456824,59,142.0,21408-S,0.455937,52,3988.0,21612-S,0.455514,57,589.0,21437-S
4884-R,znanost-in-tehnologija,2022-07-06,202207,"['Robert Škrjanc', 'Prvi']",290,0.469813,56,2925.0,21555-S,0.469122,63,565.0,21437-S,0.461011,54,2938.0,21557-S
4885-R,slovenija,2022-07-06,202207,['G. K.'],365,0.803204,53,152.0,21412-S,0.484298,57,551.0,21437-S,0.46009,55,3950.0,21612-S
4886-R,slovenija,2022-07-06,202207,['A. S.'],469,0.570683,64,548.0,21437-S,0.55895,58,2509.0,21529-S,0.550413,57,3947.0,21612-S
4887-R,slovenija,2022-07-06,202207,['G. K.'],255,0.902599,20,7.0,21403-S,0.563936,60,536.0,21437-S,0.561979,40,2497.0,21529-S
4888-R,svsd,2022-07-06,202207,['STA'],208,0.429635,60,2495.0,21529-S,0.413711,64,534.0,21437-S,0.392966,60,3933.0,21612-S
4889-R,lokalne-novice,2022-07-06,202207,['Al. Ma.'],831,0.641472,64,3340.0,21592-S,0.638389,69,524.0,21437-S,0.626221,65,3923.0,21612-S
4890-R,okolje,2022-07-06,202207,['M. Z.'],962,0.960134,75,9.0,21408-S,0.669407,81,2417.0,21529-S,0.665052,73,3272.0,21592-S
4891-R,slovenija,2022-07-06,202207,['Al. Ma.'],1003,0.678299,67,2374.0,21529-S,0.668074,71,413.0,21437-S,0.637928,60,3229.0,21592-S
4892-R,slovenija,2022-07-06,202207,['G. K.'],435,0.599487,46,2295.0,21529-S,0.569421,54,3733.0,21612-S,0.551287,64,334.0,21437-S
4893-R,rtv,2022-07-06,202207,['RTV Slovenija'],505,0.410693,73,305.0,21437-S,0.403593,76,3704.0,21612-S,0.382934,83,2266.0,21529-S
